ACS_Code,latitude,longitude,date,river_discharge,river_discharge_mean,river_discharge_max,river_discharge_p75
53115,33.980286128596966,36.21384561038139,2026-07-11,0.2516,0.2496,0.2617,0.2496
53115,33.980286128596966,36.21384561038139,2026-07-12,0.2516,0.2496,0.2516,0.2496
25337,33.9873385760125,35.68272104191527,2026-07-06,0.2919,0.252,0.2919,0.252
25337,33.9873385760125,35.68272104191527,2026-07-07,0.2919,0.252,0.2919,0.252
25337,33.9873385760125,35.68272104191527,2026-07-08,0.2919,0.252,0.3368,0.252
25337,33.9873385760125,35.68272104191527,2026-07-09,0.2919,0.252,0.3144,0.252
25337,33.9873385760125,35.68272104191527,2026-07-10,0.2807,0.2423,0.2919,0.2423
25337,33.9873385760125,35.68272104191527,2026-07-11,0.2807,0.2423,0.2919,0.2423
25337,33.9873385760125,35.68272104191527,2026-07-12,0.2807,0.2423,0.2807,0.2423
25111,33.982706692109815,35.61974711719808,2026-07-06,0.2663,0.2584,0.2663,0.2584
25111,33.982706692109815,35.61974711719808,2026-07-07,0.2663,0.2584,0.2663,0.2584
25111,33.982706692109815,35.61974711719808,2026-07-08,0.2663,0.2584,0.3072,0.2584
25111,33.982706692109815,35.61974711719808,2026-07-09,0.2663,0.2584,0.2868,0.2584
25111,33.982706692109815,35.61974711719808,2026-07-10,0.256,0.2485,0.2663,0.2485
25111,33.982706692109815,35.61974711719808,2026-07-11,0.256,0.2485,0.2663,0.2485
25111,33.982706692109815,35.61974711719808,2026-07-12,0.256,0.2485,0.256,0.2485
25339,33.98194693742014,35.65095364533396,2026-07-06,0.2746,0.2564,0.2746,0.2564
25339,33.98194693742014,35.65095364533396,2026-07-07,0.2746,0.2564,0.2746,0.2564
25339,33.98194693742014,35.65095364533396,2026-07-08,0.2746,0.2564,0.3168,0.2564
25339,33.98194693742014,35.65095364533396,2026-07-09,0.2746,0.2564,0.2957,0.2564
25339,33.98194693742014,35.65095364533396,2026-07-10,0.264,0.2465,0.2746,0.2465
25339,33.98194693742014,35.65095364533396,2026-07-11,0.264,0.2465,0.2746,0.2465
25339,33.98194693742014,35.65095364533396,2026-07-12,0.264,0.2465,0.264,0.2465
25121,33.9744302272093,35.63349055655486,2026-07-06,0.289,0.2527,0.289,0.2527
25121,33.9744302272093,35.63349055655486,2026-07-07,0.289,0.2527,0.289,0.2527
25121,33.9744302272093,35.63349055655486,2026-07-08,0.289,0.2527,0.3335,0.2527
25121,33.9744302272093,35.63349055655486,2026-07-09,0.289,0.2527,0.3113,0.2527
25121,33.9744302272093,35.63349055655486,2026-07-10,0.2779,0.243,0.289,0.243
25121,33.9744302272093,35.63349055655486,2026-07-11,0.2779,0.243,0.289,0.243
25121,33.9744302272093,35.63349055655486,2026-07-12,0.2779,0.243,0.2779,0.243
25347,33.97422657017632,35.652205556654884,2026-07-06,0.31,0.2475,0.31,0.2475
25347,33.97422657017632,35.652205556654884,2026-07-07,0.31,0.2475,0.31,0.2475
25347,33.97422657017632,35.652205556654884,2026-07-08,0.31,0.2475,0.3577,0.2475
25347,33.97422657017632,35.652205556654884,2026-07-09,0.31,0.2475,0.3339,0.2475
25347,33.97422657017632,35.652205556654884,2026-07-10,0.2981,0.238,0.31,0.238
25347,33.97422657017632,35.652205556654884,2026-07-11,0.2981,0.238,0.31,0.238
25347,33.97422657017632,35.652205556654884,2026-07-12,0.2981,0.238,0.2981,0.238
25415,33.972567496693635,35.71600831066309,2026-07-06,0.2853,0.2537,0.2853,0.2537
25415,33.972567496693635,35.71600831066309,2026-07-07,0.2853,0.2537,0.2853,0.2537
25415,33.972567496693635,35.71600831066309,2026-07-08,0.2853,0.2537,0.3292,0.2537
25415,33.972567496693635,35.71600831066309,2026-07-09,0.2853,0.2537,0.3073,0.2537
25415,33.972567496693635,35.71600831066309,2026-07-10,0.2744,0.2439,0.2853,0.2439
25415,33.972567496693635,35.71600831066309,2026-07-11,0.2744,0.2439,0.2853,0.2439
25415,33.972567496693635,35.71600831066309,2026-07-12,0.2744,0.2439,0.2744,0.2439
25411,33.97899842831725,35.70322168222187,2026-07-06,0.2861,0.2535,0.2861,0.2535
25411,33.97899842831725,35.70322168222187,2026-07-07,0.2861,0.2535,0.2861,0.2535
25411,33.97899842831725,35.70322168222187,2026-07-08,0.2861,0.2535,0.3301,0.2535
25411,33.97899842831725,35.70322168222187,2026-07-09,0.2861,0.2535,0.3081,0.2535
25411,33.97899842831725,35.70322168222187,2026-07-10,0.2751,0.2437,0.2861,0.2437
25411,33.97899842831725,35.70322168222187,2026-07-11,0.2751,0.2437,0.2861,0.2437
25411,33.97899842831725,35.70322168222187,2026-07-12,0.2751,0.2437,0.2751,0.2437
25451,33.97414118949465,35.782482530778466,2026-07-06,0.2533,0.2617,0.2533,0.2617
25451,33.97414118949465,35.782482530778466,2026-07-07,0.2533,0.2617,0.2533,0.2617
25451,33.97414118949465,35.782482530778466,2026-07-08,0.2533,0.2617,0.2923,0.2617
25451,33.97414118949465,35.782482530778466,2026-07-09,0.2533,0.2617,0.2728,0.2617
25451,33.97414118949465,35.782482530778466,2026-07-10,0.2436,0.2516,0.2533,0.2516
25451,33.97414118949465,35.782482530778466,2026-07-11,0.2436,0.2516,0.2533,0.2516
25451,33.97414118949465,35.782482530778466,2026-07-12,0.2436,0.2516,0.2436,0.2516
25116,33.97088706161574,35.6141749817577,2026-07-06,0.2234,0.2692,0.2234,0.2692
25116,33.97088706161574,35.6141749817577,2026-07-07,0.2234,0.2692,0.2234,0.2692
25116,33.97088706161574,35.6141749817577,2026-07-08,0.2234,0.2692,0.2577,0.2692
25116,33.97088706161574,35.6141749817577,2026-07-09,0.2234,0.2692,0.2406,0.2692
25116,33.97088706161574,35.6141749817577,2026-07-10,0.2148,0.2588,0.2234,0.2588
25116,33.97088706161574,35.6141749817577,2026-07-11,0.2148,0.2588,0.2234,0.2588
25116,33.97088706161574,35.6141749817577,2026-07-12,0.2148,0.2588,0.2148,0.2588
53429,33.96453353656893,36.004067072866434,2026-07-06,0.2852,0.2537,0.2852,0.2537
53429,33.96453353656893,36.004067072866434,2026-07-07,0.2852,0.2537,0.2852,0.2537
53429,33.96453353656893,36.004067072866434,2026-07-08,0.2852,0.2537,0.3291,0.2537
53429,33.96453353656893,36.004067072866434,2026-07-09,0.2852,0.2537,0.3072,0.2537
53429,33.96453353656893,36.004067072866434,2026-07-10,0.2742,0.2439,0.2852,0.2439
53429,33.96453353656893,36.004067072866434,2026-07-11,0.2742,0.2439,0.2852,0.2439
53429,33.96453353656893,36.004067072866434,2026-07-12,0.2742,0.2439,0.2742,0.2439
25211,33.963079301736876,35.684736865035056,2026-07-06,0.2419,0.2645,0.2419,0.2645
25211,33.963079301736876,35.684736865035056,2026-07-07,0.2419,0.2645,0.2419,0.2645
25211,33.963079301736876,35.684736865035056,2026-07-08,0.2419,0.2645,0.2791,0.2645
25211,33.963079301736876,35.684736865035056,2026-07-09,0.2419,0.2645,0.2605,0.2645
25211,33.963079301736876,35.684736865035056,2026-07-10,0.2326,0.2544,0.2419,0.2544
25211,33.963079301736876,35.684736865035056,2026-07-11,0.2326,0.2544,0.2419,0.2544
25211,33.963079301736876,35.684736865035056,2026-07-12,0.2326,0.2544,0.2326,0.2544
53441,33.96849550941773,36.09090418548519,2026-07-06,0.269,0.2578,0.269,0.2578
53441,33.96849550941773,36.09090418548519,2026-07-07,0.269,0.2578,0.269,0.2578
53441,33.96849550941773,36.09090418548519,2026-07-08,0.269,0.2578,0.3103,0.2578
53441,33.96849550941773,36.09090418548519,2026-07-09,0.269,0.2578,0.2896,0.2578
53441,33.96849550941773,36.09090418548519,2026-07-10,0.2586,0.2478,0.269,0.2478
53441,33.96849550941773,36.09090418548519,2026-07-11,0.2586,0.2478,0.269,0.2478
53441,33.96849550941773,36.09090418548519,2026-07-12,0.2586,0.2478,0.2586,0.2478
0,33.982016105985764,36.353703915257334,2026-07-06,0.2317,0.2671,0.2317,0.2671
0,33.982016105985764,36.353703915257334,2026-07-07,0.2317,0.2671,0.2317,0.2671
0,33.982016105985764,36.353703915257334,2026-07-08,0.2317,0.2671,0.2673,0.2671
0,33.982016105985764,36.353703915257334,2026-07-09,0.2317,0.2671,0.2495,0.2671
0,33.982016105985764,36.353703915257334,2026-07-10,0.2228,0.2568,0.2317,0.2568
0,33.982016105985764,36.353703915257334,2026-07-11,0.2228,0.2568,0.2317,0.2568
0,33.982016105985764,36.353703915257334,2026-07-12,0.2228,0.2568,0.2228,0.2568
53139,33.960193438507375,36.15553067095446,2026-07-06,0.2529,0.2618,0.2529,0.2618
53139,33.960193438507375,36.15553067095446,2026-07-07,0.2529,0.2618,0.2529,0.2618
53139,33.960193438507375,36.15553067095446,2026-07-08,0.2529,0.2618,0.2918,0.2618
53139,33.960193438507375,36.15553067095446,2026-07-09,0.2529,0.2618,0.2724,0.2618
53139,33.960193438507375,36.15553067095446,2026-07-10,0.2432,0.2517,0.2529,0.2517
53139,33.960193438507375,36.15553067095446,2026-07-11,0.2432,0.2517,0.2529,0.2517
53139,33.960193438507375,36.15553067095446,2026-07-12,0.2432,0.2517,0.2432,0.2517
22797,33.94671792753346,35.80303027432831,2026-07-06,0.289,0.2527,0.289,0.2527
22797,33.94671792753346,35.80303027432831,2026-07-07,0.289,0.2527,0.289,0.2527
22797,33.94671792753346,35.80303027432831,2026-07-08,0.289,0.2527,0.3335,0.2527
22797,33.94671792753346,35.80303027432831,2026-07-09,0.289,0.2527,0.3112,0.2527
22797,33.94671792753346,35.80303027432831,2026-07-10,0.2779,0.243,0.289,0.243
22797,33.94671792753346,35.80303027432831,2026-07-11,0.2779,0.243,0.289,0.243
22797,33.94671792753346,35.80303027432831,2026-07-12,0.2779,0.243,0.2779,0.243
25251,33.96185347163597,35.64666903883499,2026-07-06,0.2999,0.25,0.2999,0.25
25251,33.96185347163597,35.64666903883499,2026-07-07,0.2999,0.25,0.2999,0.25
25251,33.96185347163597,35.64666903883499,2026-07-08,0.2999,0.25,0.3461,0.25
25251,33.96185347163597,35.64666903883499,2026-07-09,0.2999,0.25,0.323,0.25
25251,33.96185347163597,35.64666903883499,2026-07-10,0.2884,0.2404,0.2999,0.2404
25251,33.96185347163597,35.64666903883499,2026-07-11,0.2884,0.2404,0.2999,0.2404
25251,33.96185347163597,35.64666903883499,2026-07-12,0.2884,0.2404,0.2884,0.2404
25231,33.960419805354285,35.65883393835794,2026-07-06,0.2475,0.2631,0.2475,0.2631
25231,33.960419805354285,35.65883393835794,2026-07-07,0.2475,0.2631,0.2475,0.2631
25231,33.960419805354285,35.65883393835794,2026-07-08,0.2475,0.2631,0.2856,0.2631
25231,33.960419805354285,35.65883393835794,2026-07-09,0.2475,0.2631,0.2665,0.2631
25231,33.960419805354285,35.65883393835794,2026-07-10,0.238,0.253,0.2475,0.253
25231,33.960419805354285,35.65883393835794,2026-07-11,0.238,0.253,0.2475,0.253
25231,33.960419805354285,35.65883393835794,2026-07-12,0.238,0.253,0.238,0.253
25126,33.95819298865776,35.610698647791644,2026-07-06,0.2975,0.2506,0.2975,0.2506
25126,33.95819298865776,35.610698647791644,2026-07-07,0.2975,0.2506,0.2975,0.2506
25126,33.95819298865776,35.610698647791644,2026-07-08,0.2975,0.2506,0.3432,0.2506
25126,33.95819298865776,35.610698647791644,2026-07-09,0.2975,0.2506,0.3203,0.2506
25126,33.95819298865776,35.610698647791644,2026-07-10,0.286,0.241,0.2975,0.241
25126,33.95819298865776,35.610698647791644,2026-07-11,0.286,0.241,0.2975,0.241
25126,33.95819298865776,35.610698647791644,2026-07-12,0.286,0.241,0.286,0.241
53411,33.92172949701013,35.98228856016672,2026-07-06,0.2375,0.2656,0.2375,0.2656
53411,33.92172949701013,35.98228856016672,2026-07-07,0.2375,0.2656,0.2375,0.2656
53411,33.92172949701013,35.98228856016672,2026-07-08,0.2375,0.2656,0.274,0.2656
53411,33.92172949701013,35.98228856016672,2026-07-09,0.2375,0.2656,0.2558,0.2656
53411,33.92172949701013,35.98228856016672,2026-07-10,0.2284,0.2554,0.2375,0.2554
53411,33.92172949701013,35.98228856016672,2026-07-11,0.2284,0.2554,0.2375,0.2554
53411,33.92172949701013,35.98228856016672,2026-07-12,0.2284,0.2554,0.2284,0.2554
25271,33.96021462045952,35.63640851340331,2026-07-06,0.2392,0.2652,0.2392,0.2652
25271,33.96021462045952,35.63640851340331,2026-07-07,0.2392,0.2652,0.2392,0.2652
25271,33.96021462045952,35.63640851340331,2026-07-08,0.2392,0.2652,0.276,0.2652
25271,33.96021462045952,35.63640851340331,2026-07-09,0.2392,0.2652,0.2576,0.2652
25271,33.96021462045952,35.63640851340331,2026-07-10,0.23,0.255,0.2392,0.255
25271,33.96021462045952,35.63640851340331,2026-07-11,0.23,0.255,0.2392,0.255
25271,33.96021462045952,35.63640851340331,2026-07-12,0.23,0.255,0.23,0.255
25221,33.95098248210583,35.666745569392994,2026-07-06,0.2243,0.2689,0.2243,0.2689
25221,33.95098248210583,35.666745569392994,2026-07-07,0.2243,0.2689,0.2243,0.2689
25221,33.95098248210583,35.666745569392994,2026-07-08,0.2243,0.2689,0.2588,0.2689
25221,33.95098248210583,35.666745569392994,2026-07-09,0.2243,0.2689,0.2415,0.2689
25221,33.95098248210583,35.666745569392994,2026-07-10,0.2156,0.2586,0.2243,0.2586
25221,33.95098248210583,35.666745569392994,2026-07-11,0.2156,0.2586,0.2243,0.2586
25221,33.95098248210583,35.666745569392994,2026-07-12,0.2156,0.2586,0.2156,0.2586
22711,33.90937825099841,35.80775168169735,2026-07-06,0.2375,0.2656,0.2375,0.2656
22711,33.90937825099841,35.80775168169735,2026-07-07,0.2375,0.2656,0.2375,0.2656
22711,33.90937825099841,35.80775168169735,2026-07-08,0.2375,0.2656,0.2741,0.2656
22711,33.90937825099841,35.80775168169735,2026-07-09,0.2375,0.2656,0.2558,0.2656
22711,33.90937825099841,35.80775168169735,2026-07-10,0.2284,0.2554,0.2375,0.2554
22711,33.90937825099841,35.80775168169735,2026-07-11,0.2284,0.2554,0.2375,0.2554
22711,33.90937825099841,35.80775168169735,2026-07-12,0.2284,0.2554,0.2284,0.2554
22791,33.954208076690776,35.74921421715903,2026-07-06,0.2777,0.2556,0.2777,0.2556
22791,33.954208076690776,35.74921421715903,2026-07-07,0.2777,0.2556,0.2777,0.2556
22791,33.954208076690776,35.74921421715903,2026-07-08,0.2777,0.2556,0.3204,0.2556
22791,33.954208076690776,35.74921421715903,2026-07-09,0.2777,0.2556,0.299,0.2556
22791,33.954208076690776,35.74921421715903,2026-07-10,0.267,0.2457,0.2777,0.2457
22791,33.954208076690776,35.74921421715903,2026-07-11,0.267,0.2457,0.2777,0.2457
22791,33.954208076690776,35.74921421715903,2026-07-12,0.267,0.2457,0.267,0.2457
22794,33.95406173132483,35.73716157768279,2026-07-06,0.2771,0.2557,0.2771,0.2557
22794,33.95406173132483,35.73716157768279,2026-07-07,0.2771,0.2557,0.2771,0.2557
22794,33.95406173132483,35.73716157768279,2026-07-08,0.2771,0.2557,0.3197,0.2557
22794,33.95406173132483,35.73716157768279,2026-07-09,0.2771,0.2557,0.2984,0.2557
22794,33.95406173132483,35.73716157768279,2026-07-10,0.2664,0.2459,0.2771,0.2459
22794,33.95406173132483,35.73716157768279,2026-07-11,0.2664,0.2459,0.2771,0.2459
22794,33.95406173132483,35.73716157768279,2026-07-12,0.2664,0.2459,0.2664,0.2459
53453,33.93601961503604,36.172514270762285,2026-07-06,0.283,0.2542,0.283,0.2542
53453,33.93601961503604,36.172514270762285,2026-07-07,0.283,0.2542,0.283,0.2542
53453,33.93601961503604,36.172514270762285,2026-07-08,0.283,0.2542,0.3266,0.2542
53453,33.93601961503604,36.172514270762285,2026-07-09,0.283,0.2542,0.3048,0.2542
53453,33.93601961503604,36.172514270762285,2026-07-10,0.2721,0.2445,0.283,0.2445
53453,33.93601961503604,36.172514270762285,2026-07-11,0.2721,0.2445,0.283,0.2445
53453,33.93601961503604,36.172514270762285,2026-07-12,0.2721,0.2445,0.2721,0.2445
53439,33.94684134892327,36.09216797026445,2026-07-06,0.2983,0.2504,0.2983,0.2504
53439,33.94684134892327,36.09216797026445,2026-07-07,0.2983,0.2504,0.2983,0.2504
53439,33.94684134892327,36.09216797026445,2026-07-08,0.2983,0.2504,0.3442,0.2504
53439,33.94684134892327,36.09216797026445,2026-07-09,0.2983,0.2504,0.3213,0.2504
53439,33.94684134892327,36.09216797026445,2026-07-10,0.2869,0.2408,0.2983,0.2408
53439,33.94684134892327,36.09216797026445,2026-07-11,0.2869,0.2408,0.2983,0.2408
53439,33.94684134892327,36.09216797026445,2026-07-12,0.2869,0.2408,0.2869,0.2408
22467,33.94716323992434,35.604755540131606,2026-07-06,0.2584,0.2604,0.2584,0.2604
22467,33.94716323992434,35.604755540131606,2026-07-07,0.2584,0.2604,0.2584,0.2604
22467,33.94716323992434,35.604755540131606,2026-07-08,0.2584,0.2604,0.2982,0.2604
22467,33.94716323992434,35.604755540131606,2026-07-09,0.2584,0.2604,0.2783,0.2604
22467,33.94716323992434,35.604755540131606,2026-07-10,0.2485,0.2504,0.2584,0.2504
22467,33.94716323992434,35.604755540131606,2026-07-11,0.2485,0.2504,0.2584,0.2504
22467,33.94716323992434,35.604755540131606,2026-07-12,0.2485,0.2504,0.2485,0.2504
25241,33.954822441182046,35.69659655944142,2026-07-06,0.2863,0.2534,0.2863,0.2534
25241,33.954822441182046,35.69659655944142,2026-07-07,0.2863,0.2534,0.2863,0.2534
25241,33.954822441182046,35.69659655944142,2026-07-08,0.2863,0.2534,0.3304,0.2534
25241,33.954822441182046,35.69659655944142,2026-07-09,0.2863,0.2534,0.3083,0.2534
25241,33.954822441182046,35.69659655944142,2026-07-10,0.2753,0.2437,0.2863,0.2437
25241,33.954822441182046,35.69659655944142,2026-07-11,0.2753,0.2437,0.2863,0.2437
25241,33.954822441182046,35.69659655944142,2026-07-12,0.2753,0.2437,0.2753,0.2437
25261,33.94944504492083,35.64568184268738,2026-07-06,0.2646,0.2588,0.2646,0.2588
25261,33.94944504492083,35.64568184268738,2026-07-07,0.2646,0.2588,0.2646,0.2588
25261,33.94944504492083,35.64568184268738,2026-07-08,0.2646,0.2588,0.3053,0.2588
25261,33.94944504492083,35.64568184268738,2026-07-09,0.2646,0.2588,0.285,0.2588
25261,33.94944504492083,35.64568184268738,2026-07-10,0.2544,0.2489,0.2646,0.2489
25261,33.94944504492083,35.64568184268738,2026-07-11,0.2544,0.2489,0.2646,0.2489
25261,33.94944504492083,35.64568184268738,2026-07-12,0.2544,0.2489,0.2544,0.2489
22579,33.94888005359184,35.7194403913759,2026-07-06,0.2906,0.2524,0.2906,0.2524
22579,33.94888005359184,35.7194403913759,2026-07-07,0.2906,0.2524,0.2906,0.2524
22579,33.94888005359184,35.7194403913759,2026-07-08,0.2906,0.2524,0.3353,0.2524
22579,33.94888005359184,35.7194403913759,2026-07-09,0.2906,0.2524,0.3129,0.2524
22579,33.94888005359184,35.7194403913759,2026-07-10,0.2794,0.2427,0.2906,0.2427
22579,33.94888005359184,35.7194403913759,2026-07-11,0.2794,0.2427,0.2906,0.2427
22579,33.94888005359184,35.7194403913759,2026-07-12,0.2794,0.2427,0.2794,0.2427
22375,33.93836149503665,35.587823502316056,2026-07-06,0.2279,0.268,0.2279,0.268
22375,33.93836149503665,35.587823502316056,2026-07-07,0.2279,0.268,0.2279,0.268
22375,33.93836149503665,35.587823502316056,2026-07-08,0.2279,0.268,0.2629,0.268
22375,33.93836149503665,35.587823502316056,2026-07-09,0.2279,0.268,0.2454,0.268
22375,33.93836149503665,35.587823502316056,2026-07-10,0.2191,0.2577,0.2279,0.2577
22375,33.93836149503665,35.587823502316056,2026-07-11,0.2191,0.2577,0.2279,0.2577
22375,33.93836149503665,35.587823502316056,2026-07-12,0.2191,0.2577,0.2191,0.2577
53427,33.940815002283244,36.04128085259295,2026-07-06,0.2789,0.2553,0.2789,0.2553
53427,33.940815002283244,36.04128085259295,2026-07-07,0.2789,0.2553,0.2789,0.2553
53427,33.940815002283244,36.04128085259295,2026-07-08,0.2789,0.2553,0.3218,0.2553
53427,33.940815002283244,36.04128085259295,2026-07-09,0.2789,0.2553,0.3003,0.2553
53427,33.940815002283244,36.04128085259295,2026-07-10,0.2681,0.2455,0.2789,0.2455
53427,33.940815002283244,36.04128085259295,2026-07-11,0.2681,0.2455,0.2789,0.2455
53427,33.940815002283244,36.04128085259295,2026-07-12,0.2681,0.2455,0.2681,0.2455
22567,33.94422178095357,35.698575304053165,2026-07-06,0.3105,0.2474,0.3105,0.2474
22567,33.94422178095357,35.698575304053165,2026-07-07,0.3105,0.2474,0.3105,0.2474
22567,33.94422178095357,35.698575304053165,2026-07-08,0.3105,0.2474,0.3583,0.2474
22567,33.94422178095357,35.698575304053165,2026-07-09,0.3105,0.2474,0.3344,0.2474
22567,33.94422178095357,35.698575304053165,2026-07-10,0.2985,0.2379,0.3105,0.2379
22567,33.94422178095357,35.698575304053165,2026-07-11,0.2985,0.2379,0.3105,0.2379
22567,33.94422178095357,35.698575304053165,2026-07-12,0.2985,0.2379,0.2985,0.2379
22547,33.94113273403266,35.70761585333644,2026-07-06,0.2553,0.2612,0.2553,0.2612
22547,33.94113273403266,35.70761585333644,2026-07-07,0.2553,0.2612,0.2553,0.2612
22547,33.94113273403266,35.70761585333644,2026-07-08,0.2553,0.2612,0.2946,0.2612
22547,33.94113273403266,35.70761585333644,2026-07-09,0.2553,0.2612,0.2749,0.2612
22547,33.94113273403266,35.70761585333644,2026-07-10,0.2455,0.2511,0.2553,0.2511
22547,33.94113273403266,35.70761585333644,2026-07-11,0.2455,0.2511,0.2553,0.2511
22547,33.94113273403266,35.70761585333644,2026-07-12,0.2455,0.2511,0.2455,0.2511
22479,33.94050181970925,35.61941019218389,2026-07-06,0.2277,0.2681,0.2277,0.2681
22479,33.94050181970925,35.61941019218389,2026-07-07,0.2277,0.2681,0.2277,0.2681
22479,33.94050181970925,35.61941019218389,2026-07-08,0.2277,0.2681,0.2627,0.2681
22479,33.94050181970925,35.61941019218389,2026-07-09,0.2277,0.2681,0.2452,0.2681
22479,33.94050181970925,35.61941019218389,2026-07-10,0.2189,0.2578,0.2277,0.2578
22479,33.94050181970925,35.61941019218389,2026-07-11,0.2189,0.2578,0.2277,0.2578
22479,33.94050181970925,35.61941019218389,2026-07-12,0.2189,0.2578,0.2189,0.2578
22539,33.94153098010347,35.692368788539504,2026-07-06,0.2562,0.2609,0.2562,0.2609
22539,33.94153098010347,35.692368788539504,2026-07-07,0.2562,0.2609,0.2562,0.2609
22539,33.94153098010347,35.692368788539504,2026-07-08,0.2562,0.2609,0.2956,0.2609
22539,33.94153098010347,35.692368788539504,2026-07-09,0.2562,0.2609,0.2759,0.2609
22539,33.94153098010347,35.692368788539504,2026-07-10,0.2464,0.2509,0.2562,0.2509
22539,33.94153098010347,35.692368788539504,2026-07-11,0.2464,0.2509,0.2562,0.2509
22539,33.94153098010347,35.692368788539504,2026-07-12,0.2464,0.2509,0.2464,0.2509
53433,33.93294593362686,36.073549725936,2026-07-06,0.2495,0.2626,0.2495,0.2626
53433,33.93294593362686,36.073549725936,2026-07-07,0.2495,0.2626,0.2495,0.2626
53433,33.93294593362686,36.073549725936,2026-07-08,0.2495,0.2626,0.2879,0.2626
53433,33.93294593362686,36.073549725936,2026-07-09,0.2495,0.2626,0.2687,0.2626
53433,33.93294593362686,36.073549725936,2026-07-10,0.2399,0.2525,0.2495,0.2525
53433,33.93294593362686,36.073549725936,2026-07-11,0.2399,0.2525,0.2495,0.2525
53433,33.93294593362686,36.073549725936,2026-07-12,0.2399,0.2525,0.2399,0.2525
22595,33.935283470255214,35.6451366331015,2026-07-06,0.2756,0.2561,0.2756,0.2561
22595,33.935283470255214,35.6451366331015,2026-07-07,0.2756,0.2561,0.2756,0.2561
22595,33.935283470255214,35.6451366331015,2026-07-08,0.2756,0.2561,0.318,0.2561
22595,33.935283470255214,35.6451366331015,2026-07-09,0.2756,0.2561,0.2968,0.2561
22595,33.935283470255214,35.6451366331015,2026-07-10,0.265,0.2463,0.2756,0.2463
22595,33.935283470255214,35.6451366331015,2026-07-11,0.265,0.2463,0.2756,0.2463
22595,33.935283470255214,35.6451366331015,2026-07-12,0.265,0.2463,0.265,0.2463
22527,33.93543734348066,35.68400149943579,2026-07-06,0.2638,0.2591,0.2638,0.2591
22527,33.93543734348066,35.68400149943579,2026-07-07,0.2638,0.2591,0.2638,0.2591
22527,33.93543734348066,35.68400149943579,2026-07-08,0.2638,0.2591,0.3044,0.2591
22527,33.93543734348066,35.68400149943579,2026-07-09,0.2638,0.2591,0.2841,0.2591
22527,33.93543734348066,35.68400149943579,2026-07-10,0.2536,0.2491,0.2638,0.2491
22527,33.93543734348066,35.68400149943579,2026-07-11,0.2536,0.2491,0.2638,0.2491
22527,33.93543734348066,35.68400149943579,2026-07-12,0.2536,0.2491,0.2536,0.2491
22483,33.93946678778586,35.63048048842556,2026-07-06,0.3036,0.2491,0.3036,0.2491
22483,33.93946678778586,35.63048048842556,2026-07-07,0.3036,0.2491,0.3036,0.2491
22483,33.93946678778586,35.63048048842556,2026-07-08,0.3036,0.2491,0.3503,0.2491
22483,33.93946678778586,35.63048048842556,2026-07-09,0.3036,0.2491,0.3269,0.2491
22483,33.93946678778586,35.63048048842556,2026-07-10,0.2919,0.2395,0.3036,0.2395
22483,33.93946678778586,35.63048048842556,2026-07-11,0.2919,0.2395,0.3036,0.2395
22483,33.93946678778586,35.63048048842556,2026-07-12,0.2919,0.2395,0.2919,0.2395
22383,33.93854049426771,35.60245498282845,2026-07-06,0.2502,0.2624,0.2502,0.2624
22383,33.93854049426771,35.60245498282845,2026-07-07,0.2502,0.2624,0.2502,0.2624
22383,33.93854049426771,35.60245498282845,2026-07-08,0.2502,0.2624,0.2887,0.2624
22383,33.93854049426771,35.60245498282845,2026-07-09,0.2502,0.2624,0.2695,0.2624
22383,33.93854049426771,35.60245498282845,2026-07-10,0.2406,0.2524,0.2502,0.2524
22383,33.93854049426771,35.60245498282845,2026-07-11,0.2406,0.2524,0.2502,0.2524
22383,33.93854049426771,35.60245498282845,2026-07-12,0.2406,0.2524,0.2406,0.2524
22531,33.92731081083276,35.667520995448875,2026-07-06,0.2257,0.2686,0.2257,0.2686
22531,33.92731081083276,35.667520995448875,2026-07-07,0.2257,0.2686,0.2257,0.2686
22531,33.92731081083276,35.667520995448875,2026-07-08,0.2257,0.2686,0.2604,0.2686
22531,33.92731081083276,35.667520995448875,2026-07-09,0.2257,0.2686,0.2431,0.2686
22531,33.92731081083276,35.667520995448875,2026-07-10,0.217,0.2582,0.2257,0.2582
22531,33.92731081083276,35.667520995448875,2026-07-11,0.217,0.2582,0.2257,0.2582
22531,33.92731081083276,35.667520995448875,2026-07-12,0.217,0.2582,0.217,0.2582
22571,33.9376942339094,35.656998440774295,2026-07-06,0.2736,0.2566,0.2736,0.2566
22571,33.9376942339094,35.656998440774295,2026-07-07,0.2736,0.2566,0.2736,0.2566
22571,33.9376942339094,35.656998440774295,2026-07-08,0.2736,0.2566,0.3156,0.2566
22571,33.9376942339094,35.656998440774295,2026-07-09,0.2736,0.2566,0.2946,0.2566
22571,33.9376942339094,35.656998440774295,2026-07-10,0.263,0.2467,0.2736,0.2467
22571,33.9376942339094,35.656998440774295,2026-07-11,0.263,0.2467,0.2736,0.2467
22571,33.9376942339094,35.656998440774295,2026-07-12,0.263,0.2467,0.263,0.2467
22591,33.93623095644784,35.731224495894644,2026-07-06,0.2915,0.2521,0.2915,0.2521
22591,33.93623095644784,35.731224495894644,2026-07-07,0.2915,0.2521,0.2915,0.2521
22591,33.93623095644784,35.731224495894644,2026-07-08,0.2915,0.2521,0.3364,0.2521
